"SQINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2000:Q1","2000:Q2","2000:Q3","2000:Q4","2001:Q1","2001:Q2","2001:Q3","2001:Q4","2002:Q1","2002:Q2","2002:Q3","2002:Q4","2003:Q1","2003:Q2","2003:Q3","2003:Q4","2004:Q1","2004:Q2","2004:Q3","2004:Q4","2005:Q1","2005:Q2","2005:Q3","2005:Q4","2006:Q1","2006:Q2","2006:Q3","2006:Q4","2007:Q1","2007:Q2","2007:Q3","2007:Q4","2008:Q1","2008:Q2","2008:Q3","2008:Q4","2009:Q1","2009:Q2","2009:Q3","2009:Q4","2010:Q1","2010:Q2","2010:Q3","2010:Q4","2011:Q1","2011:Q2","2011:Q3","2011:Q4","2012:Q1","2012:Q2","2012:Q3","2012:Q4","2013:Q1","2013:Q2","2013:Q3","2013:Q4","2014:Q1","2014:Q2","2014:Q3","2014:Q4","2015:Q1","2015:Q2","2015:Q3","2015:Q4","2016:Q1","2016:Q2","2016:Q3","2016:Q4","2017:Q1","2017:Q2","2017:Q3","2017:Q4","2018:Q1","2018:Q2","2018:Q3","2018:Q4","2019:Q1","2019:Q2","2019:Q3","2019:Q4","2020:Q1","2020:Q2","2020:Q3","2020:Q4","2021:Q1","2021:Q2"
"23000","Maine","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",37627,38042,38405,38317,39404,39517,39837,40191,40205,40620,40292,40827,40180,40336,40467,40772,41025,41723,42191,42962,43042,43725,44118,44554,44574,44813,45098,45497,46035,46459,46933,47475,47943,48348,48852,49184,50004,50319,50474,50863,52108,57643,53337,53706,60375,55634
"24000","Maryland","1","Personal income (millions of dollars, seasonally adjusted)",184183.7,186994.8,190803.6,194111.9,197405.8,199211.0,199638.0,200837.5,203367.9,206128.3,207893.1,210311.7,211199.3,214652.2,218571.5,221663.1,225508.5,229340.2,232067.3,237005.0,236887.2,241359.9,245768.3,249390.4,252180.7,255327.2,257795.3,260582.9,262969.6,267242.1,268415.3,271616.4,275987.6,282383.8,280326.0,279794.1,274678.6,277614.2,277737.2,280480.0,281099.0,286339.9,289291.4,293879.4,298879.8,302306.6,305974.0,306910.7,310181.5,310706.6,311223.0,316591.9,310255.1,311095.4,311284.3,313461.3,316118.0,320928.3,325097.1,327609.3,334030.7,336428.3,338842.0,341510.1,345923.8,348600.3,351843.6,355169.9,356033.1,359647.4,363277.9,368148.6,366508.1,370347.2,374725.3,377206.8,377538.7,379934.1,382343.0,385771.0,389931.6,415937.2,408911.2,403303.0,448455.1,423545.1
"24000","Maryland","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",5767316,5781208,5796096,5809966,5821993,5833774,5846979,5859803,5871359,5882389,5894118,5904654,5912502,5920461,5930243,5940158,5948079,5955756,5964752,5973230,5979067,5985008,5991674,5997257,6000820,6004556,6010565,6017109,6021379,6025384,6030866,6035544,6037635,6040226,6044641,6048960,6050804,6053126,6056800,6059768,6059754,6057454,6055661,6054671,6052133,6050432
"24000","Maryland","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",48740,49529,49911,50582,51336,51820,52330,52376,52830,52820,52802,53617,52474,52546,52491,52770,53146,53885,54503,54846,55867,56212,56552,56944,57646,58056,58538,59027,59128,59689,60236,60997,60704,61313,61993,62359,62395,62767,63126,63661,64348,68665,67525,66610,74099,70002
"25000","Massachusetts","1","Personal income (millions of dollars, seasonally adjusted)",239380.0,241222.7,249124.8,252282.6,257566.0,255904.1,253953.4,252923.9,251668.0,254341.0,254097.4,254848.4,254889.0,256157.1,260233.9,263186.9,265533.1,270849.9,274588.7,276735.5,276630.9,281141.5,286148.1,292569.5,300435.8,305353.7,306945.2,311593.0,316854.4,320475.4,323229.1,327944.9,331720.1,338719.0,335522.3,334667.3,327652.9,330704.3,331197.4,334084.2,339231.9,346098.5,351177.6,353460.6,357288.3,365530.6,364418.9,366347.6,372614.1,377892.9,376310.8,390253.5,378068.4,381841.1,383785.4,386749.4,391462.7,396910.8,405208.4,413748.1,420820.4,426861.0,429840.8,435393.5,438364.3,441874.9,445939.5,450557.9,456057.0,460388.1,465779.1,472175.6,478150.3,483948.6,489747.5,492969.3,502658.1,505361.1,506670.1,511767.5,515249.0,565149.2,543021.7,540001.2,586859.0,564262.7
"25000","Massachusetts","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",6543626,6557013,6573495,6586403,6596980,6607994,6621226,6634542,6646131,6657817,6671897,6685993,6696783,6708392,6722067,6735647,6746877,6758464,6770207,6779761,6786139,6793201,6802056,6810418,6816435,6823166,6832777,6843086,6850730,6858619,6867279,6873930,6877647,6882484,6887800,6891196,6891845,6893345,6896588,6899233,6898624,6895616,6891926,6887991,6884020,6881699
"25000","Massachusetts","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",51842,52783,53423,53665,54159,55316,55038,55218,56065,56759,56402,58369,56455,56920,57093,57418,58021,58728,59852,61027,62012,62837,63193,63931,64310,64761,65265,65841,66571,67125,67826,68691,69522,70316,71104,71536,72935,73311,73467,74177,74689,81958,78791,78397,85249,81995
"26000","Michigan","1","Personal income (millions of dollars, seasonally adjusted)",298597.9,301681.5,304122.9,303600.0,309894.4,307850.2,305835.4,305303.5,301759.3,307282.8,307658.9,309310.4,310631.5,311537.6,314057.6,320086.0,318124.8,321445.9,325234.1,329021.9,328037.5,331303.2,331258.2,333971.6,336704.5,339487.7,340336.2,340825.2,347430.8,349372.5,350473.8,350048.8,354315.3,365471.1,356717.9,354614.9,336838.3,341206.5,338815.1,341920.2,343221.4,352469.7,357554.1,360019.9,369578.5,370980.8,375059.7,379826.1,384536.1,386851.3,387053.9,399735.3,389620.6,393010.7,394933.5,396742.2,401806.1,408879.7,413954.5,419439.0,427217.9,431767.0,435755.1,440014.4,442315.3,444575.8,447224.2,450005.6,453008.4,456030.3,460198.7,465789.5,468673.6,473509.9,479517.7,484206.2,487401.1,490106.7,492958.8,497622.2,495078.5,579554.4,530786.8,517814.5,589985.2,545782.8
"26000","Michigan","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",9888279,9880723,9879844,9882753,9882279,9882120,9886149,9891241,9893885,9896307,9902300,9908585,9909949,9912295,9918157,9924425,9927023,9929819,9934281,9937106,9935167,9934009,9938297,9944729,9947609,9951225,9958446,9966070,9969659,9973430,9979551,9983993,9983922,9985383,9988441,9989553,9986456,9984599,9985152,9984721,9979328,9971093,9965997,9963565,9955104,9947871
"26000","Michigan","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",34710,35672,36190,36429,37398,37541,37938,38400,38866,39090,39087,40342,39316,39649,39819,39976,40476,41177,41669,42209,43001,43464,43846,44246,44464,44675,44909,45154,45439,45725,46114,46654,46943,47420,48007,48471,48806,49086,49369,49838,49610,58123,53260,51971,59265,54864
"27000","Minnesota","1","Personal income (millions of dollars, seasonally adjusted)",155560.4,158612.7,161893.2,164289.6,166937.2,167437.1,166086.9,167026.4,168064.8,169459.0,171005.4,173146.7,174663.3,177444.3,180192.9,181124.2,185433.1,187366.6,189335.0,195149.0,191300.2,193313.9,196933.9,197959.2,201804.8,204504.7,205183.1,207802.2,212631.1,217138.3,217480.3,220378.9,224989.7,228819.2,228208.8,223850.7,216862.3,216577.9,215557.6,218785.0,219900.9,224693.2,228791.5,234442.6,239223.2,242203.8,244038.6,244907.3,252473.4,255876.9,255950.5,264356.1,256546.9,258650.7,261442.8,262486.7,266226.1,271663.1,276456.2,279606.5,284170.3,285009.9,287195.5,289316.0,289360.3,290999.5,293189.6,295390.3,299429.5,302364.1,305783.9,310302.7,313652.4,317355.5,321223.2,326245.3,326833.7,327398.2,330790.7,333073.0,337003.9,367963.3,348415.2,349756.3,388235.9,366590.3
"27000","Minnesota","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",5300857,5307364,5316220,5325832,5333606,5341868,5351066,5359359,5366303,5373443,5383167,5393572,5401263,5409712,5420021,5430449,5438894,5447733,5457609,5466555,5472870,5479868,5489869,5500941,5510055,5519819,5531643,5543647,5553384,5563431,5575006,5585812,5594097,5603418,5613428,5622130,5628507,5635773,5643632,5650200,5654054,5656419,5659622,5663552,5665311,5668240
"27000","Minnesota","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",41484,42336,43037,44020,44852,45341,45606,45697,47048,47619,47546,49013,47498,47812,48236,48336,48949,49867,50655,51149,51923,52010,52314,52594,52515,52719,53002,53284,53918,54348,54849,55552,56068,56636,57224,58029,58068,58093,58613,58949,59604,65052,61562,61756,68529,64674
"28000","Mississippi","1","Personal income (millions of dollars, seasonally adjusted)",60630.8,61619.7,62122.5,62648.5,64560.9,65457.9,64996.4,65688.4,65408.8,66248.0,66686.9,67156.6,68170.3,68397.2,69252.6,70269.0,71362.5,72556.1,73794.3,74726.5,75652.6,76677.7,79333.4,80262.6,80322.5,80991.5,81551.7,82271.8,83957.1,86698.1,87664.2,87858.2,88640.7,93543.8,90559.4,90249.7,89427.9,89685.0,88729.8,89063.8,90728.0,92911.5,93859.5,94233.9,96406.8,96232.9,97201.6,97830.7,99699.7,100586.5,99791.2,101431.4,101395.8,101780.1,103602.4,102491.2,102973.4,104330.6,104513.1,105204.8,105114.5,106011.9,106528.6,106601.0,106476.1,107077.9,107776.2,108667.7,108874.3,109499.9,110484.6,111570.1,111318.1,112233.8,113155.1,114565.3,115108.5,115494.7,116894.9,117845.2,119522.9,133973.3,124580.9,121875.7,143160.8,130505.0
"28000","Mississippi","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",2966944,2969355,2972115,2974765,2976477,2978085,2980171,2981931,2983108,2983972,2985804,2987768,2988374,2989108,2990433,2991539,2991690,2991687,2992236,2992483,2991440,2990457,2990675,2991236,2990810,2990467,2991011,2991611,2991138,2990562,2990161,2988759,2986095,2983740,2982709,2982061,2980225,2978685,2977608,2975983,2972908,2968921,2966316,2964929,2961129,2957449
"28000","Mississippi","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",30580,31290,31580,31678,32390,32314,32616,32808,33421,33709,33422,33949,33930,34050,34645,34260,34420,34874,34928,35156,35138,35450,35620,35638,35601,35806,36033,36324,36399,36615,36949,37330,37279,37615,37937,38418,38624,38774,39258,39599,40204,45125,41999,41106,48347,44128
"29000","Missouri","1","Personal income (millions of dollars, seasonally adjusted)",153152.5,156073.2,158474.0,159003.5,161533.2,162157.1,161439.2,162238.5,163493.8,164671.4,165951.5,167987.3,169354.2,170766.1,172593.6,174352.3,177695.8,179627.0,182149.4,184975.6,183997.3,187049.6,188920.5,192017.5,196128.9,199504.1,200019.5,201738.7,204565.2,208555.7,209967.1,212997.4,216058.7,224632.7,219720.9,223721.8,216600.2,217372.3,216459.3,217142.5,219481.3,222197.9,223886.5,224690.1,229001.7,230154.9,232849.6,234579.1,239408.2,242348.7,241283.1,248885.5,243821.6,244912.2,245632.9,246433.1,248717.6,252947.0,256406.2,259199.0,260605.1,262310.8,264408.4,265761.4,268130.8,269425.0,271577.0,273281.3,273372.9,275560.4,278265.1,282457.4,283858.7,287767.0,291362.3,294827.9,297983.5,298926.3,301431.4,303842.7,307725.0,333626.3,314381.4,316343.6,358514.8,333383.8
"29000","Missouri","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",5985073,5992433,5998927,6003593,6006171,6009078,6013738,6018202,6021147,6024079,6029316,6034836,6037310,6040524,6045688,6050882,6053838,6057011,6062333,6067744,6070169,6073215,6078242,6083151,6085839,6089088,6094784,6100999,6104649,6108543,6114105,6118836,6120789,6123756,6128672,6133328,6135402,6138321,6143396,6148622,6150802,6151427,6154104,6158432,6158796,6160030
"29000","Missouri","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",36671,37080,37321,37426,38128,38301,38720,38978,39761,40230,40018,41241,40386,40545,40629,40727,41084,41761,42295,42718,42932,43191,43501,43688,44058,44247,44559,44793,44781,45111,45512,46162,46376,46992,47541,48070,48568,48698,49066,49416,50030,54236,51085,51368,58212,54120
"30000","Montana","1","Personal income (millions of dollars, seasonally adjusted)",20259.4,20716.8,20948.6,21516.7,21611.7,21773.2,21783.0,21886.9,21962.6,22205.9,22515.6,22854.4,23361.4,23863.6,24213.1,24662.9,25613.7,26042.5,26195.0,26796.2,27584.5,28004.6,28434.4,29067.2,30000.2,30517.7,30915.4,31247.5,32239.8,32876.1,33155.1,33633.6,34439.0,35535.1,35084.8,34731.6,34332.8,34087.3,33990.6,34123.5,35296.3,35870.7,36272.3,36802.2,37910.7,38191.2,38641.1,39208.8,40379.8,40665.7,40655.3,41978.1,40921.8,41270.8,41437.8,41659.5,42478.0,43433.9,43908.6,44402.5,45303.9,45443.0,45658.9,45408.3,45355.4,45708.9,46263.5,46968.7,47811.4,48546.2,49059.4,49681.1,50364.9,50775.2,51155.7,51662.0,52896.5,53289.4,53907.3,54357.0,55412.3,61077.5,56619.6,57531.2,64958.5,60490.5
"30000","Montana","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",988633,990059,991745,993582,995085,996632,998466,1000277,1001789,1003326,1005616,1008349,1010541,1012857,1015354,1017692,1019613,1021587,1023981,1026438,1028347,1030364,1032977,1035798,1038226,1040748,1043767,1046921,1049610,1052338,1055017,1057209,1058877,1060750,1063027,1065295,1067097,1069029,1071696,1074735,1077213,1079466,1082001,1084745,1086888,1089268
"30000","Montana","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",35702,36231,36574,37040,38098,38320,38700,39198,40308,40531,40428,41631,40495,40747,40811,40935,41661,42516,42880,43259,44055,44104,44201,43839,43685,43919,44324,44864,45552,46132,46501,46993,47564,47867,48123,48495,49571,49848,50301,50577,51440,56581,52329,53037,59766,55533
"31000","Nebraska","1","Personal income (millions of dollars, seasonally adjusted)",48717.9,49509.6,50254.7,50588.5,51721.7,52223.6,51966.7,52362.6,51862.7,52492.0,53205.6,53978.2,55356.9,56099.0,56519.2,56990.1,57904.6,58542.2,58906.2,59952.6,59911.6,60858.8,61378.4,62105.4,62896.7,64056.3,63670.1,64779.3,66943.6,68271.3,69072.8,70584.4,71927.9,74397.4,73159.5,71777.4,71603.4,71300.2,71280.8,72472.2,73390.9,75318.1,76138.1,77111.2,83017.7,83770.0,84622.4,85436.4,85966.6,87009.1,85664.4,88376.9,87496.6,87591.5,87583.1,86923.6,90095.3,92639.9,92865.2,94495.8,95539.8,96271.7,96909.1,96408.0,94870.3,94661.7,94816.2,95003.9,95102.1,96415.1,97436.4,99494.4,99402.0,100037.7,101278.8,104098.1,103419.4,103193.4,105189.2,105918.8,108001.4,115110.9,109415.5,113652.3,124839.3,118971.0
"31000","Nebraska","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1824284,1827929,1831303,1834406,1836832,1839418,1842729,1846170,1849093,1852046,1855590,1859011,1861479,1864178,1867790,1871667,1874850,1878137,1881827,1885254,1887776,1890491,1894119,1898007,1901182,1904576,1908078,1911079,1913278,1915573,1918327,1920816,1922397,1924336,1926651,1928729,1930032,1931587,1933665,1935663,1936742,1937348,1938407,1939875,1940334,1941133
"31000","Nebraska","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",40230,41204,41576,42036,45196,45542,45922,46278,46491,46980,46166,47540,47004,46987,46891,46442,48055,49325,49348,50124,50610,50924,51163,50794,49901,49702,49692,49712,49706,50332,50792,51798,51707,51986,52567,53972,53584,53424,54399,54720,55764,59417,56446,58587,64339,61289
"32000","Nevada","1","Personal income (millions of dollars, seasonally adjusted)",62588.9,64317.2,65330.0,66050.3,67551.3,68635.6,68542.8,67736.8,68630.3,69391.6,70015.0,71335.9,71866.8,73192.0,75443.9,77430.7,79019.9,81232.3,83550.6,86849.9,89395.8,92893.9,93438.0,95021.9,98465.4,100302.4,100450.5,102054.2,102935.6,104262.6,104732.7,106451.0,103712.2,104649.7,102950.6,100912.3,97839.7,97327.9,96521.4,97379.5,99220.2,101216.4,102177.3,102614.2,104350.0,105183.3,105331.7,105556.5,107915.9,108874.9,108201.8,112397.0,108448.7,109294.1,110246.0,111493.3,113685.9,116214.1,118344.0,121244.9,124839.9,126882.5,127509.7,129235.8,130295.9,131232.8,132621.1,134083.7,138208.2,139829.7,141138.8,142890.2,147028.5,148623.1,150857.5,152647.7,157066.7,158417.9,159380.5,160830.4,162709.6,177634.7,168127.1,165877.6,189060.8,176647.4
"32000","Nevada","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",2698408,2701535,2704257,2707367,2709595,2711769,2717440,2725740,2733323,2740745,2749278,2758018,2765446,2772897,2782571,2793671,2803736,2813719,2825704,2838765,2850546,2862368,2875344,2888601,2900823,2913130,2926594,2940411,2953017,2965491,2979910,2995204,3009173,3023352,3038705,3054305,3068652,3083172,3097568,3110786,3122643,3133273,3144432,3156432,3167315,3178410
"32000","Nevada","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",36770,37466,37784,37902,38511,38788,38761,38726,39482,39725,39356,40753,39216,39415,39620,39909,40548,41303,41881,42710,43795,44328,44346,44740,44917,45049,45316,45600,46802,47152,47363,47706,48860,49158,49645,49978,51184,51381,51453,51701,52106,56693,53468,52552,59691,55577
"33000","New Hampshire","1","Personal income (millions of dollars, seasonally adjusted)",42787.6,43228.7,44107.0,45120.3,46285.3,46116.1,45962.8,46183.0,46408.4,47048.5,46965.0,47270.9,46996.5,47293.6,48001.5,49025.8,49423.2,50523.3,51512.2,52038.4,51671.9,52477.2,53046.4,53780.3,55283.1,55875.6,56467.7,58214.9,57882.9,59039.2,58687.0,59044.5,60001.2,61125.4,60273.9,60125.0,58638.1,59133.3,59630.9,60029.6,60404.0,62110.2,62660.0,62954.7,63813.5,64934.4,65352.4,65680.7,66733.6,67368.5,67436.2,69882.6,67024.3,67597.7,67845.8,68347.0,68815.9,70260.5,70643.4,72285.1,71950.2,73268.4,73572.3,75107.3,75166.3,75661.9,76392.1,77148.9,78111.5,78860.0,79678.4,80912.5,81875.5,82762.2,83790.7,84215.8,86126.3,86506.0,86847.4,87710.4,89481.4,94650.5,90956.8,91603.6,99840.5,93328.0
"33000","New Hampshire","2","Population (midperiod, persons) 1/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",1316570,1316620,1317455,1318542,1319176,1319939,1321108,1322312,1323196,1324114,1325232,1326141,1326389,1326867,1328276,1330249,1331754,1333340,1334897,1335970,1336417,1337025,1338430,1340154,1341420,1342834,1344721,1346634,1348016,1349470,1351167,1352552,1353331,1354375,1355961,1357615,1358702,1359995,1361811,1363723,1364948,1365849,1366952,1368179,1368893,1369930
"33000","New Hampshire","3","Per capita personal income (dollars) 2/","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)","(NA)",45880,47174,47561,47746,48374,49195,49468,49671,50434,50878,50886,52696,50531,50945,51078,51379,51673,52695,52920,54107,53838,54800,54969,56044,56035,56345,56809,57290,57946,58438,58970,59822,60499,61107,61794,62032,63389,63608,63773,64317,65557,69298,66540,66953,72935,68126
"34000","New Jersey","1","Personal income (millions of dollars, seasonally adjusted)",320153.8,328500.3,333153.6,340646.6,340495.4,342688.2,340578.8,343388.6,343802.5,346152.1,346454.9,348244.4,347735.9,352657.3,356700.3,360353.8,361435.0,366952.3,373461.3,379010.6,376205.7,381500.6,387482.8,393736.5,404864.4,412265.2,414121.2,421207.5,432934.1,437883.6,438540.2,442646.5,449044.2,454321.5,451360.3,449482.5,432194.5,436376.5,436792.1,440652.7,445079.4,449431.7,451772.7,453424.4,464813.2,468313.1,472558.4,474347.7,482710.3,484616.7,485208.2,497575.4,487609.8,491490.4,492748.0,498104.7,506778.8,512327.1,518437.2,524517.2,531750.3,535482.5,539928.8,541261.9,546672.5,548872.6,553938.6,558721.8,562695.5,568878.0,575210.0,583146.2,587744.2,592997.8,600898.7,606379.5,613281.5,616710.5,620234.3,626036.8,626557.9,670177.6,657270.4,655989.7,716082.0,684373.7
